Time,Displacement,Force
(s),(mm),(kN)
"283.1600","47.1920","2.8506"
"283.1800","47.1954","2.8514"
"283.2000","47.1987","2.8516"
"283.2200","47.2020","2.8512"
"283.2400","47.2054","2.8513"
"283.2600","47.2088","2.8515"
"283.2800","47.2119","2.8518"
"283.3000","47.2154","2.8521"
"283.3200","47.2187","2.8523"
"283.3400","47.2221","2.8526"
"283.3600","47.2253","2.8523"
"283.3800","47.2287","2.8525"
"283.4000","47.2321","2.8527"
"283.4200","47.2353","2.8527"
"283.4400","47.2387","2.8528"
"283.4600","47.2421","2.8533"
"283.4800","47.2454","2.8536"
"283.5000","47.2486","2.8535"
"283.5200","47.2519","2.8533"
"283.5400","47.2554","2.8536"
"283.5600","47.2586","2.8541"
"283.5800","47.2619","2.8539"
"283.6000","47.2654","2.8546"
"283.6200","47.2688","2.8551"
"283.6400","47.2719","2.8549"
"283.6600","47.2754","2.8544"
"283.6800","47.2787","2.8548"
"283.7000","47.2820","2.8553"
"283.7200","47.2854","2.8556"
"283.7400","47.2888","2.8552"
"283.7600","47.2921","2.8553"
"283.7800","47.2952","2.8557"
"283.8000","47.2986","2.8560"
"283.8200","47.3021","2.8565"
"283.8400","47.3053","2.8565"
"283.8600","47.3086","2.8566"
"283.8800","47.3120","2.8569"
"283.9000","47.3154","2.8575"
"283.9200","47.3186","2.8579"
"283.9400","47.3220","2.8578"
"283.9600","47.3254","2.8580"
"283.9800","47.3288","2.8585"
"284.0000","47.3320","2.8589"
"284.0200","47.3354","2.8587"
"284.0400","47.3387","2.8590"
"284.0600","47.3419","2.8595"
"284.0800","47.3452","2.8595"
"284.1000","47.3487","2.8601"
"284.1200","47.3521","2.8601"
"284.1400","47.3552","2.8606"
"284.1600","47.3586","2.8607"
"284.1800","47.3621","2.8610"
"284.2000","47.3654","2.8612"
"284.2200","47.3686","2.8612"
"284.2400","47.3721","2.8616"
"284.2600","47.3754","2.8617"
"284.2800","47.3786","2.8619"
"284.3000","47.3819","2.8623"
"284.3200","47.3854","2.8627"
"284.3400","47.3887","2.8629"
"284.3600","47.3919","2.8625"
"284.3800","47.3954","2.8625"
"284.4000","47.3988","2.8626"
"284.4200","47.4020","2.8630"
"284.4400","47.4053","2.8629"
"284.4600","47.4088","2.8634"
"284.4800","47.4121","2.8639"
"284.5000","47.4153","2.8641"
"284.5200","47.4187","2.8638"
"284.5400","47.4221","2.8642"
"284.5600","47.4253","2.8644"
"284.5800","47.4286","2.8643"
"284.6000","47.4320","2.8646"
"284.6200","47.4354","2.8653"
"284.6400","47.4386","2.8655"
"284.6600","47.4420","2.8655"
"284.6800","47.4454","2.8655"
"284.7000","47.4486","2.8660"
"284.7200","47.4519","2.8661"
"284.7400","47.4554","2.8664"
"284.7600","47.4587","2.8669"
"284.7800","47.4619","2.8672"
"284.8000","47.4654","2.8671"
"284.8200","47.4688","2.8670"
"284.8400","47.4720","2.8673"
"284.8600","47.4753","2.8676"
"284.8800","47.4787","2.8679"
"284.9000","47.4821","2.8681"
"284.9200","47.4853","2.8684"
"284.9400","47.4886","2.8682"
"284.9600","47.4921","2.8687"
"284.9800","47.4954","2.8690"
"285.0000","47.4986","2.8693"
"285.0200","47.5020","2.8695"
"285.0400","47.5054","2.8691"
"285.0600","47.5086","2.8693"
"285.0800","47.5119","2.8695"
"285.1000","47.5154","2.8697"
"285.1200","47.5188","2.8700"
"285.1400","47.5219","2.8700"
"285.1600","47.5253","2.8701"
"285.1800","47.5287","2.8706"
"285.2000","47.5319","2.8710"
"285.2200","47.5353","2.8709"
"285.2400","47.5387","2.8714"
"285.2600","47.5421","2.8717"
"285.2800","47.5452","2.8717"
"285.3000","47.5486","2.8717"
"285.3200","47.5521","2.8721"
"285.3400","47.5554","2.8727"
"285.3600","47.5587","2.8724"
"285.3800","47.5621","2.8720"
"285.4000","47.5655","2.8724"
"285.4200","47.5686","2.8730"
"285.4400","47.5720","2.8733"
"285.4600","47.5754","2.8738"
"285.4800","47.5788","2.8737"
"285.5000","47.5820","2.8738"
"285.5200","47.5854","2.8742"
"285.5400","47.5889","2.8742"
"285.5600","47.5920","2.8745"
"285.5800","47.5954","2.8743"
"285.6000","47.5988","2.8746"
"285.6200","47.6021","2.8755"
"285.6400","47.6052","2.8758"
"285.6600","47.6087","2.8756"
"285.6800","47.6121","2.8757"
"285.7000","47.6154","2.8762"
"285.7200","47.6186","2.8764"
"285.7400","47.6220","2.8765"
"285.7600","47.6254","2.8764"
"285.7800","47.6286","2.8764"
"285.8000","47.6320","2.8768"
"285.8200","47.6354","2.8773"
"285.8400","47.6387","2.8775"
"285.8600","47.6420","2.8775"
"285.8800","47.6454","2.8777"
"285.9000","47.6488","2.8779"
"285.9200","47.6520","2.8784"
"285.9400","47.6553","2.8784"
"285.9600","47.6587","2.8784"
"285.9800","47.6621","2.8783"
"286.0000","47.6653","2.8784"
"286.0200","47.6687","2.8787"
"286.0400","47.6721","2.8791"
"286.0600","47.6753","2.8798"
"286.0800","47.6787","2.8795"
"286.1000","47.6821","2.8793"
"286.1200","47.6854","2.8798"
"286.1400","47.6886","2.8800"
"286.1600","47.6920","2.8805"
"286.1800","47.6954","2.8814"
"286.2000","47.6986","2.8812"
"286.2200","47.7019","2.8805"
"286.2400","47.7053","2.8810"
"286.2600","47.7088","2.8818"
"286.2800","47.7119","2.8823"
"286.3000","47.7154","2.8821"
"286.3200","47.7188","2.8820"
"286.3400","47.7221","2.8823"
"286.3600","47.7253","2.8824"
"286.3800","47.7287","2.8826"
"286.4000","47.7321","2.8828"
"286.4200","47.7353","2.8833"
"286.4400","47.7386","2.8832"
"286.4600","47.7421","2.8835"
"286.4800","47.7454","2.8838"
"286.5000","47.7486","2.8837"
"286.5200","47.7519","2.8837"
"286.5400","47.7554","2.8844"
"286.5600","47.7586","2.8848"
"286.5800","47.7619","2.8847"
"286.6000","47.7654","2.8853"
"286.6200","47.7687","2.8854"
"286.6400","47.7719","2.8852"
"286.6600","47.7754","2.8855"
"286.6800","47.7788","2.8863"
"286.7000","47.7820","2.8865"
"286.7200","47.7853","2.8861"
"286.7400","47.7887","2.8862"
"286.7600","47.7921","2.8865"
"286.7800","47.7952","2.8867"
"286.8000","47.7986","2.8868"
"286.8200","47.8020","2.8872"
"286.8400","47.8054","2.8875"
"286.8600","47.8086","2.8875"
"286.8800","47.8120","2.8877"
"286.9000","47.8154","2.8883"
"286.9200","47.8186","2.8882"
"286.9400","47.8220","2.8883"
"286.9600","47.8254","2.8888"
"286.9800","47.8288","2.8892"
"287.0000","47.8319","2.8890"
"287.0200","47.8354","2.8888"
"287.0400","47.8387","2.8892"
"287.0600","47.8419","2.8896"
"287.0800","47.8452","2.8893"
"287.1000","47.8487","2.8893"
"287.1200","47.8521","2.8897"
"287.1400","47.8553","2.8902"
"287.1600","47.8587","2.8905"
"287.1800","47.8621","2.8907"
"287.2000","47.8654","2.8913"
"287.2200","47.8686","2.8911"
"287.2400","47.8720","2.8912"
"287.2600","47.8754","2.8923"
"287.2800","47.8786","2.8923"
"287.3000","47.8820","2.8921"
"287.3200","47.8854","2.8923"
"287.3400","47.8887","2.8927"
"287.3600","47.8920","2.8928"
"287.3800","47.8954","2.8930"
"287.4000","47.8988","2.8934"
"287.4200","47.9020","2.8937"
"287.4400","47.9054","2.8937"
"287.4600","47.9088","2.8940"
"287.4800","47.9121","2.8942"
"287.5000","47.9152","2.8939"
"287.5200","47.9187","2.8940"
"287.5400","47.9221","2.8940"
"287.5600","47.9252","2.8945"
"287.5800","47.9286","2.8944"
"287.6000","47.9320","2.8952"
"287.6200","47.9354","2.8956"
"287.6400","47.9386","2.8955"
"287.6600","47.9420","2.8955"
"287.6800","47.9454","2.8960"
"287.7000","47.9486","2.8963"
"287.7200","47.9519","2.8966"
"287.7400","47.9554","2.8965"
"287.7600","47.9588","2.8967"
"287.7800","47.9619","2.8971"
"287.8000","47.9654","2.8976"
"287.8200","47.9688","2.8975"
"287.8400","47.9720","2.8971"
"287.8600","47.9753","2.8972"
"287.8800","47.9787","2.8977"
"287.9000","47.9821","2.8983"
"287.9200","47.9852","2.8985"
"287.9400","47.9887","2.8986"
"287.9600","47.9921","2.8986"
"287.9800","47.9954","2.8993"
"288.0000","47.9986","2.8996"
"288.0200","48.0019","2.8995"
"288.0400","48.0054","2.8995"
"288.0600","48.0086","2.8995"
"288.0800","48.0119","2.9000"
"288.1000","48.0153","2.9007"
"288.1200","48.0187","2.9009"
"288.1400","48.0219","2.9008"
"288.1600","48.0253","2.9012"
"288.1800","48.0288","2.9017"
"288.2000","48.0320","2.9023"
"288.2200","48.0353","2.9018"
"288.2400","48.0387","2.9015"
"288.2600","48.0421","2.9013"
"288.2800","48.0452","2.9017"
"288.3000","48.0486","2.9020"
"288.3200","48.0521","2.9024"
"288.3400","48.0554","2.9030"
"288.3600","48.0586","2.9031"
"288.3800","48.0619","2.9034"
"288.4000","48.0653","2.9038"
"288.4200","48.0685","2.9036"
"288.4400","48.0719","2.9038"
"288.4600","48.0754","2.9045"
"288.4800","48.0788","2.9044"
"288.5000","48.0819","2.9045"
"288.5200","48.0854","2.9043"
"288.5400","48.0888","2.9048"
"288.5600","48.0920","2.9052"
"288.5800","48.0954","2.9052"
"288.6000","48.0988","2.9052"
"288.6200","48.1021","2.9047"
"288.6400","48.1053","2.9047"
"288.6600","48.1086","2.9054"
"288.6800","48.1121","2.9062"
"288.7000","48.1154","2.9066"
"288.7200","48.1186","2.9060"
"288.7400","48.1221","2.9061"
"288.7600","48.1255","2.9071"
"288.7800","48.1286","2.9072"
"288.8000","48.1320","2.9075"
"288.8200","48.1354","2.9080"
"288.8400","48.1387","2.9080"
"288.8600","48.1420","2.9085"
"288.8800","48.1454","2.9090"
"288.9000","48.1487","2.9089"
"288.9200","48.1520","2.9084"
"288.9400","48.1554","2.9087"
"288.9600","48.1587","2.9090"
"288.9800","48.1621","2.9092"
"289.0000","48.1653","2.9095"
"289.0200","48.1687","2.9097"
"289.0400","48.1721","2.9097"
"289.0600","48.1753","2.9098"
"289.0800","48.1786","2.9100"
"289.1000","48.1821","2.9107"
"289.1200","48.1854","2.9112"
"289.1400","48.1886","2.9109"
"289.1600","48.1920","2.9112"
"289.1800","48.1954","2.9116"
"289.2000","48.1986","2.9121"
"289.2200","48.2020","2.9118"
"289.2400","48.2054","2.9118"
"289.2600","48.2088","2.9121"
"289.2800","48.2119","2.9124"
"289.3000","48.2154","2.9124"
"289.3200","48.2188","2.9124"
"289.3400","48.2221","2.9130"
"289.3600","48.2253","2.9134"
"289.3800","48.2287","2.9137"
"289.4000","48.2321","2.9135"
"289.4200","48.2352","2.9139"
"289.4400","48.2386","2.9140"
"289.4600","48.2420","2.9145"
"289.4800","48.2454","2.9145"
"289.5000","48.2486","2.9145"
"289.5200","48.2520","2.9152"
"289.5400","48.2554","2.9154"
"289.5600","48.2586","2.9156"
"289.5800","48.2620","2.9154"
"289.6000","48.2654","2.9160"
"289.6200","48.2688","2.9160"
"289.6400","48.2719","2.9155"
"289.6600","48.2753","2.9159"
"289.6800","48.2788","2.9163"
"289.7000","48.2819","2.9165"
"289.7200","48.2853","2.9170"
"289.7400","48.2886","2.9174"
"289.7600","48.2921","2.9180"
"289.7800","48.2952","2.9174"
"289.8000","48.2986","2.9172"
"289.8200","48.3021","2.9180"
"289.8400","48.3054","2.9188"
"289.8600","48.3086","2.9187"
"289.8800","48.3121","2.9187"
"289.9000","48.3154","2.9189"
"289.9200","48.3186","2.9188"
"289.9400","48.3219","2.9185"
"289.9600","48.3254","2.9192"
"289.9800","48.3287","2.9198"
"290.0000","48.3319","2.9198"
"290.0200","48.3353","2.9200"
"290.0400","48.3388","2.9202"
"290.0600","48.3420","2.9207"
"290.0800","48.3453","2.9208"
"290.1000","48.3487","2.9210"
"290.1200","48.3521","2.9209"
"290.1400","48.3553","2.9209"
"290.1600","48.3586","2.9210"
"290.1800","48.3621","2.9216"
"290.2000","48.3654","2.9219"
"290.2200","48.3686","2.9215"
"290.2400","48.3720","2.9213"
"290.2600","48.3754","2.9219"
"290.2800","48.3786","2.9228"
"290.3000","48.3820","2.9228"
"290.3200","48.3854","2.9236"
"290.3400","48.3887","2.9243"
"290.3600","48.3919","2.9242"
"290.3800","48.3954","2.9241"
"290.4000","48.3988","2.9241"
"290.4200","48.4020","2.9243"
"290.4400","48.4054","2.9244"
"290.4600","48.4087","2.9248"
"290.4800","48.4121","2.9249"
"290.5000","48.4153","2.9251"
"290.5200","48.4187","2.9256"
"290.5400","48.4221","2.9258"
"290.5600","48.4253","2.9259"
"290.5800","48.4287","2.9258"
"290.6000","48.4321","2.9257"
"290.6200","48.4354","2.9262"
"290.6400","48.4386","2.9264"
"290.6600","48.4421","2.9266"
"290.6800","48.4454","2.9272"
"290.7000","48.4486","2.9272"
"290.7200","48.4519","2.9272"
"290.7400","48.4554","2.9276"
"290.7600","48.4587","2.9275"
"290.7800","48.4619","2.9277"
"290.8000","48.4653","2.9280"
"290.8200","48.4688","2.9283"
"290.8400","48.4720","2.9285"
"290.8600","48.4753","2.9285"
"290.8800","48.4787","2.9290"
"290.9000","48.4821","2.9291"
"290.9200","48.4853","2.9292"
"290.9400","48.4887","2.9293"
"290.9600","48.4921","2.9298"
"290.9800","48.4954","2.9304"
"291.0000","48.4986","2.9303"
"291.0200","48.5020","2.9303"
"291.0400","48.5054","2.9308"
"291.0600","48.5086","2.9310"
"291.0800","48.5119","2.9306"
"291.1000","48.5154","2.9311"
"291.1200","48.5187","2.9314"
"291.1400","48.5219","2.9317"
"291.1600","48.5254","2.9321"
"291.1800","48.5288","2.9321"
"291.2000","48.5320","2.9319"
"291.2200","48.5353","2.9317"
"291.2400","48.5387","2.9326"
"291.2600","48.5421","2.9332"
"291.2800","48.5452","2.9334"
"291.3000","48.5486","2.9331"
"291.3200","48.5520","2.9332"
"291.3400","48.5553","2.9337"
"291.3600","48.5586","2.9338"
"291.3800","48.5620","2.9341"
"291.4000","48.5654","2.9347"
"291.4200","48.5686","2.9347"
"291.4400","48.5720","2.9339"
"291.4600","48.5754","2.9341"
"291.4800","48.5788","2.9351"
"291.5000","48.5819","2.9353"
"291.5200","48.5853","2.9353"
"291.5400","48.5888","2.9354"
"291.5600","48.5919","2.9359"
"291.5800","48.5953","2.9355"
"291.6000","48.5987","2.9356"
"291.6200","48.6021","2.9361"
"291.6400","48.6052","2.9363"
"291.6600","48.6086","2.9365"
"291.6800","48.6121","2.9366"
"291.7000","48.6154","2.9370"
"291.7200","48.6186","2.9372"
"291.7400","48.6221","2.9369"
"291.7600","48.6254","2.9375"
"291.7800","48.6286","2.9376"
"291.8000","48.6320","2.9378"
"291.8200","48.6354","2.9378"
"291.8400","48.6387","2.9379"
"291.8600","48.6419","2.9375"
"291.8800","48.6453","2.9379"
"291.9000","48.6488","2.9386"
"291.9200","48.6520","2.9394"
"291.9400","48.6554","2.9394"
"291.9600","48.6588","2.9392"
"291.9800","48.6621","2.9393"
"292.0000","48.6653","2.9394"
"292.0200","48.6687","2.9396"
"292.0400","48.6721","2.9397"
"292.0600","48.6753","2.9400"
"292.0800","48.6786","2.9401"
"292.1000","48.6821","2.9407"
"292.1200","48.6854","2.9414"
"292.1400","48.6886","2.9413"
"292.1600","48.6920","2.9415"
"292.1800","48.6954","2.9417"
"292.2000","48.6986","2.9419"
"292.2200","48.7020","2.9422"
"292.2400","48.7054","2.9423"
"292.2600","48.7088","2.9427"
"292.2800","48.7120","2.9428"
"292.3000","48.7154","2.9429"
"292.3200","48.7188","2.9435"
"292.3400","48.7220","2.9441"
"292.3600","48.7253","2.9441"
"292.3800","48.7287","2.9441"
"292.4000","48.7321","2.9441"
"292.4200","48.7353","2.9445"
"292.4400","48.7386","2.9444"
"292.4600","48.7421","2.9449"
"292.4800","48.7454","2.9456"
"292.5000","48.7486","2.9454"
"292.5200","48.7520","2.9455"
"292.5400","48.7554","2.9457"
"292.5600","48.7586","2.9460"
"292.5800","48.7620","2.9462"
"292.6000","48.7654","2.9465"
"292.6200","48.7687","2.9464"
"292.6400","48.7719","2.9464"
"292.6600","48.7754","2.9470"
"292.6800","48.7788","2.9475"
"292.7000","48.7820","2.9481"
"292.7200","48.7853","2.9477"
"292.7400","48.7888","2.9476"
"292.7600","48.7921","2.9479"
"292.7800","48.7953","2.9479"
"292.8000","48.7987","2.9481"
"292.8200","48.8021","2.9492"
"292.8400","48.8054","2.9497"
"292.8600","48.8086","2.9494"
"292.8800","48.8120","2.9496"
"292.9000","48.8154","2.9499"
"292.9200","48.8186","2.9499"
"292.9400","48.8219","2.9498"
"292.9600","48.8254","2.9501"
"292.9800","48.8288","2.9505"
"293.0000","48.8319","2.9508"
"293.0200","48.8354","2.9507"
"293.0400","48.8388","2.9504"
"293.0600","48.8420","2.9507"
"293.0800","48.8454","2.9512"
"293.1000","48.8487","2.9515"
"293.1200","48.8521","2.9518"
"293.1400","48.8552","2.9519"
"293.1600","48.8586","2.9519"
"293.1800","48.8620","2.9525"
"293.2000","48.8653","2.9529"
"293.2200","48.8686","2.9523"
"293.2400","48.8720","2.9528"
"293.2600","48.8754","2.9533"
"293.2800","48.8786","2.9533"
"293.3000","48.8819","2.9531"
"293.3200","48.8854","2.9537"
"293.3400","48.8887","2.9539"
"293.3600","48.8920","2.9540"
"293.3800","48.8954","2.9545"
"293.4000","48.8988","2.9545"
"293.4200","48.9020","2.9546"
"293.4400","48.9053","2.9548"
"293.4600","48.9087","2.9553"
"293.4800","48.9120","2.9550"
"293.5000","48.9152","2.9549"
"293.5200","48.9186","2.9556"
"293.5400","48.9221","2.9564"
"293.5600","48.9253","2.9565"
"293.5800","48.9286","2.9562"
"293.6000","48.9321","2.9564"
"293.6200","48.9354","2.9566"
"293.6400","48.9386","2.9566"
"293.6600","48.9420","2.9568"
"293.6800","48.9454","2.9576"
"293.7000","48.9486","2.9578"
"293.7200","48.9519","2.9572"
"293.7400","48.9554","2.9577"
"293.7600","48.9588","2.9577"
"293.7800","48.9619","2.9579"
"293.8000","48.9654","2.9580"
"293.8200","48.9688","2.9584"
"293.8400","48.9721","2.9590"
"293.8600","48.9753","2.9594"
"293.8800","48.9787","2.9597"
"293.9000","48.9821","2.9596"
"293.9200","48.9853","2.9597"
"293.9400","48.9887","2.9596"
"293.9600","48.9921","2.9598"
"293.9800","48.9954","2.9606"
"294.0000","48.9986","2.9606"
"294.0200","49.0019","2.9606"
"294.0400","49.0054","2.9610"
"294.0600","49.0086","2.9613"
"294.0800","49.0119","2.9617"
"294.1000","49.0154","2.9620"
"294.1200","49.0188","2.9620"
"294.1400","49.0219","2.9618"
"294.1600","49.0254","2.9625"
"294.1800","49.0288","2.9628"
"294.2000","49.0320","2.9632"
"294.2200","49.0353","2.9630"
"294.2400","49.0387","2.9629"
"294.2600","49.0421","2.9632"
"294.2800","49.0452","2.9634"
"294.3000","49.0486","2.9638"
"294.3200","49.0521","2.9643"
"294.3400","49.0553","2.9642"
"294.3600","49.0586","2.9636"
"294.3800","49.0620","2.9642"
"294.4000","49.0654","2.9650"
"294.4200","49.0686","2.9651"
"294.4400","49.0720","2.9650"
"294.4600","49.0754","2.9652"
"294.4800","49.0787","2.9652"
"294.5000","49.0819","2.9655"
"294.5200","49.0853","2.9659"
"294.5400","49.0887","2.9659"
"294.5600","49.0919","2.9664"
"294.5800","49.0952","2.9666"
"294.6000","49.0987","2.9668"
"294.6200","49.1021","2.9670"
"294.6400","49.1053","2.9670"
"294.6600","49.1087","2.9671"
"294.6800","49.1121","2.9670"
"294.7000","49.1153","2.9673"
"294.7200","49.1186","2.9674"
"294.7400","49.1220","2.9680"
"294.7600","49.1254","2.9684"
"294.7800","49.1285","2.9682"
"294.8000","49.1319","2.9682"
"294.8200","49.1353","2.9691"
"294.8400","49.1387","2.9693"
"294.8600","49.1419","2.9690"
"294.8800","49.1453","2.9695"
"294.9000","49.1488","2.9698"
"294.9200","49.1520","2.9702"
"294.9400","49.1554","2.9705"
"294.9600","49.1587","2.9703"
"294.9800","49.1621","2.9706"
"295.0000","49.1653","2.9712"
"295.0200","49.1687","2.9708"
"295.0400","49.1721","2.9707"
"295.0600","49.1753","2.9712"
"295.0800","49.1786","2.9712"
"295.1000","49.1820","2.9715"
"295.1200","49.1854","2.9721"
"295.1400","49.1886","2.9724"
"295.1600","49.1920","2.9728"
"295.1800","49.1954","2.9734"
"295.2000","49.1987","2.9733"
"295.2200","49.2021","2.9729"
"295.2400","49.2055","2.9730"
"295.2600","49.2089","2.9738"
"295.2800","49.2120","2.9739"
"295.3000","49.2154","2.9738"
"295.3200","49.2188","2.9738"
"295.3400","49.2220","2.9739"
"295.3600","49.2253","2.9741"
"295.3800","49.2287","2.9743"
"295.4000","49.2321","2.9745"
"295.4200","49.2353","2.9749"
"295.4400","49.2387","2.9747"
"295.4600","49.2421","2.9752"
"295.4800","49.2454","2.9755"
"295.5000","49.2486","2.9753"
"295.5200","49.2520","2.9753"
"295.5400","49.2554","2.9759"
"295.5600","49.2586","2.9762"
"295.5800","49.2619","2.9762"
"295.6000","49.2653","2.9768"
"295.6200","49.2688","2.9768"
"295.6400","49.2719","2.9768"
"295.6600","49.2754","2.9773"
"295.6800","49.2788","2.9777"
"295.7000","49.2820","2.9780"
"295.7200","49.2853","2.9782"
"295.7400","49.2887","2.9783"
"295.7600","49.2921","2.9784"
"295.7800","49.2952","2.9787"
"295.8000","49.2986","2.9786"
"295.8200","49.3021","2.9786"
"295.8400","49.3054","2.9792"
"295.8600","49.3086","2.9793"
"295.8800","49.3120","2.9795"
"295.9000","49.3154","2.9794"
"295.9200","49.3186","2.9795"
"295.9400","49.3219","2.9798"
"295.9600","49.3254","2.9805"
"295.9800","49.3288","2.9806"
"296.0000","49.3319","2.9806"
"296.0200","49.3354","2.9808"
"296.0400","49.3388","2.9811"
"296.0600","49.3420","2.9817"
"296.0800","49.3453","2.9821"
"296.1000","49.3487","2.9819"
"296.1200","49.3521","2.9819"
"296.1400","49.3552","2.9822"
"296.1600","49.3586","2.9824"
"296.1800","49.3621","2.9830"
"296.2000","49.3653","2.9832"
"296.2200","49.3686","2.9830"
"296.2400","49.3720","2.9833"
"296.2600","49.3754","2.9838"
"296.2800","49.3786","2.9840"
"296.3000","49.3820","2.9837"
"296.3200","49.3854","2.9839"
"296.3400","49.3887","2.9841"
"296.3600","49.3919","2.9841"
"296.3800","49.3953","2.9847"
"296.4000","49.3988","2.9848"
"296.4200","49.4019","2.9852"
"296.4400","49.4053","2.9855"
"296.4600","49.4087","2.9855"
"296.4800","49.4121","2.9860"
"296.5000","49.4153","2.9864"
"296.5200","49.4187","2.9867"
"296.5400","49.4221","2.9865"
"296.5600","49.4253","2.9866"
"296.5800","49.4287","2.9866"
"296.6000","49.4321","2.9869"
"296.6200","49.4354","2.9874"
"296.6400","49.4386","2.9872"
"296.6600","49.4420","2.9870"
"296.6800","49.4454","2.9874"
"296.7000","49.4486","2.9881"
"296.7200","49.4519","2.9882"
"296.7400","49.4553","2.9891"
"296.7600","49.4587","2.9891"
"296.7800","49.4620","2.9891"
"296.8000","49.4654","2.9893"
"296.8200","49.4688","2.9892"
"296.8400","49.4721","2.9893"
"296.8600","49.4753","2.9893"
"296.8800","49.4787","2.9893"
"296.9000","49.4821","2.9898"
"296.9200","49.4853","2.9900"
"296.9400","49.4887","2.9899"
"296.9600","49.4921","2.9904"
"296.9800","49.4954","2.9911"
"297.0000","49.4986","2.9910"
"297.0200","49.5020","2.9907"
"297.0400","49.5054","2.9911"
"297.0600","49.5086","2.9916"
"297.0800","49.5120","2.9912"
"297.1000","49.5154","2.9915"
"297.1200","49.5188","2.9917"
"297.1400","49.5219","2.9919"
"297.1600","49.5254","2.9921"
"297.1800","49.5287","2.9921"
"297.2000","49.5319","2.9925"
"297.2200","49.5353","2.9925"
"297.2400","49.5386","2.9928"
"297.2600","49.5421","2.9931"
"297.2800","49.5452","2.9939"
"297.3000","49.5486","2.9941"
"297.3200","49.5521","2.9940"
"297.3400","49.5554","2.9942"
"297.3600","49.5586","2.9943"
"297.3800","49.5621","2.9950"
"297.4000","49.5654","2.9952"
"297.4200","49.5686","2.9948"
"297.4400","49.5720","2.9944"
"297.4600","49.5754","2.9950"
"297.4800","49.5788","2.9958"
"297.5000","49.5819","2.9962"
"297.5200","49.5854","2.9963"
"297.5400","49.5888","2.9966"
"297.5600","49.5919","2.9967"
"297.5800","49.5953","2.9966"
"297.6000","49.5987","2.9968"
"297.6200","49.6021","2.9970"
"297.6400","49.6053","2.9973"
"297.6600","49.6087","2.9974"
"297.6800","49.6121","2.9973"
"297.7000","49.6153","2.9977"
"297.7200","49.6186","2.9977"
"297.7400","49.6219","2.9981"
"297.7600","49.6254","2.9984"
"297.7800","49.6285","2.9987"
"297.8000","49.6319","2.9987"
"297.8200","49.6354","2.9993"
"297.8400","49.6387","2.9996"
"297.8600","49.6419","2.9995"
"297.8800","49.6454","2.9995"
"297.9000","49.6488","2.9998"
"297.9200","49.6520","2.9999"
"297.9400","49.6554","3.0001"
"297.9600","49.6587","3.0003"
"297.9800","49.6620","3.0006"
"298.0000","49.6652","3.0009"
"298.0200","49.6686","3.0014"
"298.0400","49.6720","3.0019"
"298.0600","49.6753","3.0021"
"298.0800","49.6786","3.0019"
"298.1000","49.6819","3.0021"
"298.1200","49.6853","3.0031"
"298.1400","49.6885","3.0027"
"298.1600","49.6920","3.0026"
"298.1800","49.6954","3.0030"
"298.2000","49.6987","3.0034"
"298.2200","49.7020","3.0032"
"298.2400","49.7054","3.0034"
"298.2600","49.7088","3.0036"
"298.2800","49.7119","3.0040"
"298.3000","49.7153","3.0043"
"298.3200","49.7187","3.0044"
"298.3400","49.7220","3.0047"
"298.3600","49.7253","3.0047"
"298.3800","49.7287","3.0048"
"298.4000","49.7321","3.0049"
"298.4200","49.7353","3.0056"
"298.4400","49.7388","3.0057"
"298.4600","49.7421","3.0059"
"298.4800","49.7454","3.0063"
"298.5000","49.7486","3.0060"
"298.5200","49.7520","3.0061"
"298.5400","49.7554","3.0067"
"298.5600","49.7586","3.0069"
"298.5800","49.7619","3.0072"
"298.6000","49.7654","3.0075"
"298.6200","49.7688","3.0073"
"298.6400","49.7720","3.0072"
"298.6600","49.7754","3.0075"
"298.6800","49.7788","3.0078"
"298.7000","49.7821","3.0082"
"298.7200","49.7853","3.0080"
"298.7400","49.7887","3.0085"
"298.7600","49.7921","3.0090"
"298.7800","49.7952","3.0089"
"298.8000","49.7986","3.0088"
"298.8200","49.8021","3.0095"
"298.8400","49.8053","3.0098"
"298.8600","49.8086","3.0100"
"298.8800","49.8120","3.0103"
"298.9000","49.8154","3.0107"
"298.9200","49.8186","3.0108"
"298.9400","49.8220","3.0104"
"298.9600","49.8254","3.0108"
"298.9800","49.8288","3.0109"
"299.0000","49.8319","3.0108"
"299.0200","49.8354","3.0113"
"299.0400","49.8388","3.0117"
"299.0600","49.8419","3.0117"
"299.0800","49.8453","3.0117"
"299.1000","49.8487","3.0121"
"299.1200","49.8521","3.0121"
"299.1400","49.8552","3.0123"
"299.1600","49.8587","3.0125"
"299.1800","49.8621","3.0129"
"299.2000","49.8654","3.0137"
"299.2200","49.8686","3.0131"
"299.2400","49.8720","3.0131"
"299.2600","49.8754","3.0136"
"299.2800","49.8785","3.0139"
"299.3000","49.8819","3.0141"
"299.3200","49.8853","3.0146"
"299.3400","49.8886","3.0144"
"299.3600","49.8919","3.0139"
"299.3800","49.8953","3.0143"
"299.4000","49.8988","3.0149"
"299.4200","49.9019","3.0153"
"299.4400","49.9054","3.0156"
"299.4600","49.9088","3.0156"
"299.4800","49.9121","3.0155"
"299.5000","49.9152","3.0157"
"299.5200","49.9187","3.0161"
"299.5400","49.9221","3.0168"
"299.5600","49.9252","3.0170"
"299.5800","49.9286","3.0163"
